time,demand
2161,0.666
2162,0.7
2163,0.723
2164,0.742
2165,0.757
2166,0.767
2167,0.774
2168,0.782
2169,0.794
2170,0.563
2171,0.834
2172,0.858
2173,0.886
2174,0.915
2175,0.944
2176,0.972
2177,1.001
2178,1.03
2179,1.06
2180,1.089
2181,1.112
2182,1.672
2183,1.151
2184,1.167
2185,0.706
2186,0.731
2187,0.754
2188,0.767
2189,0.817
2190,0.804
2191,0.878
2192,1.213
2193,1.281
2194,2.11
2195,2.193
2196,1.812
2197,1.457
2198,1.422
2199,2.63
2200,1.312
2201,1.271
2202,1.277
2203,1.328
2204,1.371
2205,1.617
2206,1.241
2207,0.993
2208,0.834
2209,0.615
2210,0.668
2211,0.679
2212,0.662
2213,0.658
2214,0.725
2215,0.902
2216,1.14
2217,1.329
2218,1.427
2219,1.484
2220,1.52
2221,1.514
2222,1.466
2223,1.404
2224,0.907
2225,1.263
2226,0.954
2227,0.709
2228,1.614
2229,1.611
2230,1.413
2231,1.11
2232,0.845
2233,1.523
2234,0.963
2235,0.832
2236,0.825
2237,0.798
2238,0.758
2239,0.77
2240,0.899
2241,1.123
2242,0.604
2243,0.627
2244,0.911
2245,0.834
2246,0.654
2247,0.549
2248,0.659
2249,0.654
2250,0.878
2251,1.225
2252,1.551
2253,1.172
2254,1.287
2255,0.846
2256,0.618
2257,0.721
2258,0.765
2259,0.731
2260,0.688
2261,0.64
2262,0.603
2263,0.631
2264,0.773
2265,1.01
2266,1.253
2267,1.437
2268,1.582
2269,1.725
2270,1.848
2271,1.88
2272,1.809
2273,1.705
2274,1.604
2275,1.524
2276,0.722
2277,0.716
2278,1.475
2279,1.538
2280,1.244
2281,0.668
2282,0.584
2283,0.737
2284,0.723
2285,0.722
2286,0.704
2287,0.737
2288,0.916
2289,1.229
2290,1.418
2291,1.516
2292,1.566
2293,1.627
2294,1.665
2295,1.641
2296,1.581
2297,1.515
2298,1.449
2299,1.411
2300,1.449
2301,1.184
2302,1.207
2303,1.081
2304,0.678
2305,0.666
2306,0.745
2307,0.761
2308,0.769
2309,0.785
2310,0.83
2311,0.945
2312,1.133
2313,1.306
2314,1.388
2315,1.402
2316,1.395
2317,1.384
2318,1.362
2319,1.331
2320,1.297
2321,1.264
2322,1.247
2323,1.272
2324,1.321
2325,1.302
2326,1.169
2327,1.254
2328,0.881
2329,0.71
2330,0.737
2331,0.765
2332,0.785
2333,0.798
2334,0.825
2335,0.9
2336,1.037
2337,1.205
2338,0.903
2339,1.047
2340,0.913
2341,0.642
2342,0.713
2343,0.594
2344,0.557
2345,0.622
2346,0.645
2347,0.997
2348,1.282
2349,1.36
2350,1.304
2351,1.111
2352,0.904
2353,0.825
2354,0.823
2355,0.826
2356,0.747
2357,0.802
2358,0.768
2359,0.835
2360,1.047
2361,1.26
2362,2.745
2363,1.637
2364,1.46
2365,1.528
2366,3.127
2367,2.556
2368,1.461
2369,1.401
2370,1.365
2371,1.415
2372,1.556
2373,1.611
2374,1.451
2375,1.17
2376,1.85
2377,1.249
2378,0.923
2379,0.789
2380,0.75
2381,0.737
2382,0.745
2383,0.805
2384,0.945
2385,1.122
2386,1.25
2387,1.299
2388,1.305
2389,1.31
2390,1.314
2391,1.3
2392,0.544
2393,0.614
2394,0.853
2395,1.025
2396,1.026
2397,0.912
2398,0.876
2399,0.776
2400,0.739
2401,0.752
2402,0.751
2403,0.744
2404,0.743
2405,0.754
2406,0.793
2407,0.88
2408,1.015
2409,1.145
2410,1.209
2411,1.206
2412,1.181
2413,1.164
2414,1.162
2415,1.168
2416,0.891
2417,0.938
2418,1.071
2419,0.922
2420,1.207
2421,1.404
2422,1.22
2423,0.976
2424,0.807
2425,0.771
2426,0.733
2427,0.767
2428,0.788
2429,0.835
2430,0.897
2431,1.004
2432,1.164
2433,1.324
2434,1.418
2435,1.454
2436,1.459
2437,1.441
2438,1.401
2439,1.344
2440,1.279
2441,1.223
2442,1.2
2443,1.243
2444,1.339
2445,1.395
2446,1.327
2447,1.17
2448,1.022
2449,0.81
2450,0.866
2451,0.858
2452,0.826
2453,0.788
2454,0.785
2455,0.882
2456,1.072
2457,1.25
2458,1.329
2459,1.342
2460,1.343
2461,1.342
2462,1.321
2463,1.279
2464,0.598
2465,0.912
2466,0.995
2467,0.995
2468,0.905
2469,0.921
2470,0.853
2471,0.841
2472,0.765
2473,0.723
2474,0.719
2475,0.737
2476,0.764
2477,0.795
2478,0.849
2479,0.961
2480,1.141
2481,1.336
2482,0.909
2483,0.838
2484,0.857
2485,0.733
2486,0.66
2487,0.605
2488,0.738
2489,0.786
2490,0.798
2491,1.121
2492,1.417
2493,1.303
2494,1.081
2495,0.879
2496,0.773
